date,post_id,periods,amount
2020/11/12,A,13,0
2020/11/12,A,14,0
2020/11/12,A,15,1
2020/11/12,A,16,2
2020/11/12,A,17,2
2020/11/12,A,18,193
2020/11/12,A,19,934
2020/11/12,A,20,1239
2020/11/12,A,21,1335
2020/11/12,A,22,1294
2020/11/12,A,23,1267
2020/11/12,A,24,1063
2020/11/12,A,25,883
2020/11/12,A,26,811
2020/11/12,A,27,861
2020/11/12,A,28,976
2020/11/12,A,29,1163
2020/11/12,A,30,1319
2020/11/12,A,31,1338
2020/11/12,A,32,1331
2020/11/12,A,33,1180
2020/11/12,A,34,883
2020/11/12,A,35,372
2020/11/12,A,36,80
2020/11/12,A,37,0
2020/11/12,A,38,0
2020/11/12,A,39,0
2020/11/12,A,40,0
2020/11/12,A,41,0
2020/11/12,A,42,0
2020/11/12,A,43,0
2020/11/12,A,44,0
2020/11/12,A,45,0
2020/11/12,A,46,0
2020/11/12,A,47,0
2020/11/12,A,48,0
2020/11/12,B,1,0
2020/11/12,B,2,0
2020/11/12,B,3,0
2020/11/12,B,4,0
2020/11/12,B,5,0
2020/11/12,B,6,0
2020/11/12,B,7,0
2020/11/12,B,8,0
2020/11/12,B,9,0
2020/11/12,B,10,0
2020/11/12,B,11,0
2020/11/12,B,12,0
2020/11/12,B,13,0
2020/11/12,B,14,0
2020/11/12,B,15,2
2020/11/12,B,16,4
2020/11/12,B,17,5
2020/11/12,B,18,38
2020/11/12,B,19,82
2020/11/12,B,20,125
2020/11/12,B,21,141
2020/11/12,B,22,148
2020/11/12,B,23,166
2020/11/12,B,24,151
2020/11/12,B,25,73
2020/11/12,B,26,45
2020/11/12,B,27,46
2020/11/12,B,28,124
2020/11/12,B,29,189
2020/11/12,B,30,199
2020/11/12,B,31,208
2020/11/12,B,32,230
2020/11/12,B,33,224
2020/11/12,B,34,185
2020/11/12,B,35,124
2020/11/12,B,36,65
2020/11/12,B,37,23
2020/11/12,B,38,7
2020/11/12,B,39,0
2020/11/12,B,40,0
2020/11/12,B,41,0
2020/11/12,B,42,0
2020/11/12,B,43,0
2020/11/12,B,44,0
2020/11/12,B,45,0
2020/11/12,B,46,0
2020/11/12,B,47,0
2020/11/12,B,48,0
2020/11/13,A,1,0
2020/11/13,A,2,0
2020/11/13,A,3,0
2020/11/13,A,4,0
2020/11/13,A,5,0
2020/11/13,A,6,0
2020/11/13,A,7,0
2020/11/13,A,8,0
2020/11/13,A,9,0
2020/11/13,A,10,0
2020/11/13,A,11,0
2020/11/13,A,12,0
2020/11/13,A,13,0
2020/11/13,A,14,0
2020/11/13,A,15,0
2020/11/13,A,16,3
2020/11/13,A,17,3
2020/11/13,A,18,199
2020/11/13,A,19,982
2020/11/13,A,20,1319
2020/11/13,A,21,1380
2020/11/13,A,22,1450
2020/11/13,A,23,1365
2020/11/13,A,24,1168
2020/11/13,A,25,918
2020/11/13,A,26,857
2020/11/13,A,27,904
2020/11/13,A,28,1034
2020/11/13,A,29,1214
2020/11/13,A,30,1398
2020/11/13,A,31,1395
2020/11/13,A,32,1400
2020/11/13,A,33,1258
2020/11/13,A,34,971
2020/11/13,A,35,394
2020/11/13,A,36,75
2020/11/13,A,37,0
2020/11/13,A,38,0
2020/11/13,A,39,0
2020/11/13,A,40,0
2020/11/13,A,41,0
2020/11/13,A,42,0
2020/11/13,A,43,0
2020/11/13,A,44,0
2020/11/13,A,45,0
2020/11/13,A,46,0
2020/11/13,A,47,0
2020/11/13,A,48,0
2020/11/13,B,1,0
2020/11/13,B,2,0
2020/11/13,B,3,0
2020/11/13,B,4,0
2020/11/13,B,5,0
2020/11/13,B,6,0
2020/11/13,B,7,0
2020/11/13,B,8,0
2020/11/13,B,9,0
2020/11/13,B,10,0
2020/11/13,B,11,0
2020/11/13,B,12,0
2020/11/13,B,13,2
2020/11/13,B,14,3
2020/11/13,B,15,3
2020/11/13,B,16,4
2020/11/13,B,17,6
2020/11/13,B,18,44
2020/11/13,B,19,89
2020/11/13,B,20,139
2020/11/13,B,21,160
2020/11/13,B,22,171
2020/11/13,B,23,186
2020/11/13,B,24,176
2020/11/13,B,25,84
2020/11/13,B,26,56
2020/11/13,B,27,58
2020/11/13,B,28,141
2020/11/13,B,29,220
2020/11/13,B,30,227
2020/11/13,B,31,234
2020/11/13,B,32,248
2020/11/13,B,33,243
2020/11/13,B,34,223
2020/11/13,B,35,155
2020/11/13,B,36,85
2020/11/13,B,37,25
2020/11/13,B,38,9
2020/11/13,B,39,1
2020/11/13,B,40,0
2020/11/13,B,41,0
2020/11/13,B,42,0
2020/11/13,B,43,0
2020/11/13,B,44,0
2020/11/13,B,45,0
2020/11/13,B,46,0
2020/11/13,B,47,0
2020/11/13,B,48,0
2020/11/14,A,1,0
2020/11/14,A,2,0
2020/11/14,A,3,0
2020/11/14,A,4,0
2020/11/14,A,5,0
2020/11/14,A,6,0
2020/11/14,A,7,0
2020/11/14,A,8,0
2020/11/14,A,9,0
2020/11/14,A,10,0
2020/11/14,A,11,0
2020/11/14,A,12,0
2020/11/14,A,13,0
2020/11/14,A,14,0
2020/11/14,A,15,0
2020/11/14,A,16,0
2020/11/14,A,17,0
2020/11/14,A,18,64
2020/11/14,A,19,379
2020/11/14,A,20,532
2020/11/14,A,21,619
2020/11/14,A,22,700
2020/11/14,A,23,696
2020/11/14,A,24,573
2020/11/14,A,25,460
2020/11/14,A,26,393
2020/11/14,A,27,419
2020/11/14,A,28,479
2020/11/14,A,29,559
2020/11/14,A,30,629
2020/11/14,A,31,645
2020/11/14,A,32,622
2020/11/14,A,33,447
2020/11/14,A,34,285
2020/11/14,A,35,83
2020/11/14,A,36,7
2020/11/14,A,37,0
2020/11/14,A,38,0
2020/11/14,A,39,0
2020/11/14,A,40,0
2020/11/14,A,41,0
2020/11/14,A,42,0
2020/11/14,A,43,0
2020/11/14,A,44,0
2020/11/14,A,45,0
2020/11/14,A,46,0
2020/11/14,A,47,0
2020/11/14,A,48,0
2020/11/14,B,1,0
2020/11/14,B,2,0
2020/11/14,B,3,0
2020/11/14,B,4,0
2020/11/14,B,5,0
2020/11/14,B,6,0
2020/11/14,B,7,0
2020/11/14,B,8,0
2020/11/14,B,9,0
2020/11/14,B,10,0
2020/11/14,B,11,0
2020/11/14,B,12,0
2020/11/14,B,13,0
2020/11/14,B,14,0
2020/11/14,B,15,0
2020/11/14,B,16,0
2020/11/14,B,17,0
2020/11/14,B,18,0
2020/11/14,B,19,0
2020/11/14,B,20,0
2020/11/14,B,21,0
2020/11/14,B,22,0
2020/11/14,B,23,0
2020/11/14,B,24,0
2020/11/14,B,25,0
2020/11/14,B,26,0
2020/11/14,B,27,0
2020/11/14,B,28,0
2020/11/14,B,29,0
2020/11/14,B,30,0
2020/11/14,B,31,0
2020/11/14,B,32,0
2020/11/14,B,33,0
2020/11/14,B,34,0
2020/11/14,B,35,0
2020/11/14,B,36,0
2020/11/14,B,37,0
2020/11/14,B,38,0
2020/11/14,B,39,0
2020/11/14,B,40,0
2020/11/14,B,41,0
2020/11/14,B,42,0
2020/11/14,B,43,0
2020/11/14,B,44,0
2020/11/14,B,45,0
2020/11/14,B,46,0
2020/11/14,B,47,0
2020/11/14,B,48,0
2020/11/15,A,1,0
2020/11/15,A,2,0
2020/11/15,A,3,0
2020/11/15,A,4,0
2020/11/15,A,5,0
2020/11/15,A,6,0
2020/11/15,A,7,0
2020/11/15,A,8,0
2020/11/15,A,9,0
2020/11/15,A,10,0
2020/11/15,A,11,0
2020/11/15,A,12,0
2020/11/15,A,13,0
2020/11/15,A,14,0
2020/11/15,A,15,0
2020/11/15,A,16,0
2020/11/15,A,17,1
2020/11/15,A,18,52
2020/11/15,A,19,276
2020/11/15,A,20,427
2020/11/15,A,21,501
2020/11/15,A,22,580
2020/11/15,A,23,549
2020/11/15,A,24,476
2020/11/15,A,25,352
2020/11/15,A,26,323
2020/11/15,A,27,362
2020/11/15,A,28,401
2020/11/15,A,29,480
2020/11/15,A,30,553
2020/11/15,A,31,580
2020/11/15,A,32,552
2020/11/15,A,33,399
2020/11/15,A,34,265
2020/11/15,A,35,75
2020/11/15,A,36,9
2020/11/15,A,37,0
2020/11/15,A,38,0
2020/11/15,A,39,0
2020/11/15,A,40,0
2020/11/15,A,41,0
2020/11/15,A,42,0
2020/11/15,A,43,0
2020/11/15,A,44,0
2020/11/15,A,45,0
2020/11/15,A,46,0
2020/11/15,A,47,0
2020/11/15,A,48,0
2020/11/15,B,1,0
2020/11/15,B,2,0
2020/11/15,B,3,0
2020/11/15,B,4,0
2020/11/15,B,5,0
2020/11/15,B,6,0
2020/11/15,B,7,0
2020/11/15,B,8,0
2020/11/15,B,9,0
2020/11/15,B,10,0
2020/11/15,B,11,0
2020/11/15,B,12,0
2020/11/15,B,13,0
2020/11/15,B,14,0
2020/11/15,B,15,0
2020/11/15,B,16,0
2020/11/15,B,17,0
2020/11/15,B,18,0
2020/11/15,B,19,0
2020/11/15,B,20,0
2020/11/15,B,21,0
2020/11/15,B,22,0
2020/11/15,B,23,0
2020/11/15,B,24,0
2020/11/15,B,25,0
2020/11/15,B,26,0
2020/11/15,B,27,0
2020/11/15,B,28,0
2020/11/15,B,29,0
2020/11/15,B,30,0
2020/11/15,B,31,0
2020/11/15,B,32,0
2020/11/15,B,33,0
2020/11/15,B,34,0
2020/11/15,B,35,0
2020/11/15,B,36,0
2020/11/15,B,37,0
2020/11/15,B,38,0
2020/11/15,B,39,0
2020/11/15,B,40,0
2020/11/15,B,41,0
2020/11/15,B,42,0
2020/11/15,B,43,0
2020/11/15,B,44,0
2020/11/15,B,45,0
2020/11/15,B,46,0
2020/11/15,B,47,0
2020/11/15,B,48,0
2020/11/16,A,1,0
2020/11/16,A,2,0
2020/11/16,A,3,0
2020/11/16,A,4,0
2020/11/16,A,5,0
2020/11/16,A,6,0
2020/11/16,A,7,0
2020/11/16,A,8,0
2020/11/16,A,9,0
2020/11/16,A,10,0
2020/11/16,A,11,0
2020/11/16,A,12,0
2020/11/16,A,13,0
2020/11/16,A,14,0
2020/11/16,A,15,0
2020/11/16,A,16,0
2020/11/16,A,17,1
2020/11/16,A,18,202
2020/11/16,A,19,983
2020/11/16,A,20,1313
2020/11/16,A,21,1445
2020/11/16,A,22,1510
2020/11/16,A,23,1466
2020/11/16,A,24,1221
2020/11/16,A,25,1000
2020/11/16,A,26,922
2020/11/16,A,27,960
2020/11/16,A,28,1069
2020/11/16,A,29,1354
2020/11/16,A,30,1483
2020/11/16,A,31,1501
2020/11/16,A,32,1443
2020/11/16,A,33,1312
2020/11/16,A,34,1006
2020/11/16,A,35,391
2020/11/16,A,36,75
2020/11/16,A,37,0
2020/11/16,A,38,0
2020/11/16,A,39,0
2020/11/16,A,40,0
2020/11/16,A,41,0
2020/11/16,A,42,0
2020/11/16,A,43,0
2020/11/16,A,44,0
2020/11/16,A,45,0
2020/11/16,A,46,0
2020/11/16,A,47,0
2020/11/16,A,48,0
2020/11/16,B,1,0
2020/11/16,B,2,0
2020/11/16,B,3,0
2020/11/16,B,4,0
2020/11/16,B,5,0
2020/11/16,B,6,0
2020/11/16,B,7,0
2020/11/16,B,8,0
2020/11/16,B,9,0
2020/11/16,B,10,0
2020/11/16,B,11,0
2020/11/16,B,12,0
2020/11/16,B,13,0
2020/11/16,B,14,1
2020/11/16,B,15,0
2020/11/16,B,16,2
2020/11/16,B,17,7
2020/11/16,B,18,36
2020/11/16,B,19,77
2020/11/16,B,20,133
2020/11/16,B,21,162
2020/11/16,B,22,169
2020/11/16,B,23,185
2020/11/16,B,24,165
2020/11/16,B,25,85
2020/11/16,B,26,50
2020/11/16,B,27,50
2020/11/16,B,28,133
2020/11/16,B,29,212
2020/11/16,B,30,217
2020/11/16,B,31,220
2020/11/16,B,32,241
2020/11/16,B,33,237
2020/11/16,B,34,211
2020/11/16,B,35,138
2020/11/16,B,36,66
2020/11/16,B,37,24
2020/11/16,B,38,8
2020/11/16,B,39,1
2020/11/16,B,40,0
2020/11/16,B,41,0
2020/11/16,B,42,0
2020/11/16,B,43,0
2020/11/16,B,44,0
2020/11/16,B,45,0
2020/11/16,B,46,0
2020/11/16,B,47,0
2020/11/16,B,48,0
2020/11/17,A,1,0
2020/11/17,A,2,0
2020/11/17,A,3,0
2020/11/17,A,4,0
2020/11/17,A,5,0
2020/11/17,A,6,0
2020/11/17,A,7,0
2020/11/17,A,8,0
2020/11/17,A,9,0
2020/11/17,A,10,0
2020/11/17,A,11,0
2020/11/17,A,12,0
2020/11/17,A,13,0
2020/11/17,A,14,0
2020/11/17,A,15,0
2020/11/17,A,16,0
2020/11/17,A,17,3
2020/11/17,A,18,194
2020/11/17,A,19,1048
2020/11/17,A,20,1317
2020/11/17,A,21,1476
2020/11/17,A,22,1508
2020/11/17,A,23,1379
2020/11/17,A,24,1114
2020/11/17,A,25,885
2020/11/17,A,26,870
2020/11/17,A,27,903
2020/11/17,A,28,971
2020/11/17,A,29,1222
2020/11/17,A,30,1321
2020/11/17,A,31,1401
2020/11/17,A,32,1328
2020/11/17,A,33,1205
2020/11/17,A,34,918
2020/11/17,A,35,350
2020/11/17,A,36,56
2020/11/17,A,37,0
2020/11/17,A,38,0
2020/11/17,A,39,0
2020/11/17,A,40,0
2020/11/17,A,41,0
2020/11/17,A,42,0
2020/11/17,A,43,0
2020/11/17,A,44,0
2020/11/17,A,45,0
2020/11/17,A,46,0
2020/11/17,A,47,0
2020/11/17,A,48,0
2020/11/17,B,1,0
2020/11/17,B,2,0
2020/11/17,B,3,0
2020/11/17,B,4,0
2020/11/17,B,5,0
2020/11/17,B,6,0
2020/11/17,B,7,0
2020/11/17,B,8,0
2020/11/17,B,9,0
2020/11/17,B,10,0
2020/11/17,B,11,0
2020/11/17,B,12,0
2020/11/17,B,13,1
2020/11/17,B,14,0
2020/11/17,B,15,2
2020/11/17,B,16,4
2020/11/17,B,17,9
2020/11/17,B,18,39
2020/11/17,B,19,83
2020/11/17,B,20,139
2020/11/17,B,21,158
2020/11/17,B,22,164
2020/11/17,B,23,178
2020/11/17,B,24,153
2020/11/17,B,25,81
2020/11/17,B,26,53
2020/11/17,B,27,53
2020/11/17,B,28,132
2020/11/17,B,29,198
2020/11/17,B,30,209
2020/11/17,B,31,218
2020/11/17,B,32,243
2020/11/17,B,33,240
2020/11/17,B,34,199
2020/11/17,B,35,129
2020/11/17,B,36,62
2020/11/17,B,37,28
2020/11/17,B,38,9
2020/11/17,B,39,1
2020/11/17,B,40,0
2020/11/17,B,41,0
2020/11/17,B,42,0
2020/11/17,B,43,0
2020/11/17,B,44,0
2020/11/17,B,45,0
2020/11/17,B,46,0
2020/11/17,B,47,0
2020/11/17,B,48,0
2020/11/18,A,1,0
2020/11/18,A,2,0
2020/11/18,A,3,0
2020/11/18,A,4,0
2020/11/18,A,5,0
2020/11/18,A,6,0
2020/11/18,A,7,0
2020/11/18,A,8,0
2020/11/18,A,9,0
2020/11/18,A,10,0
2020/11/18,A,11,0
2020/11/18,A,12,0
2020/11/18,A,13,0
2020/11/18,A,14,0
2020/11/18,A,15,0
2020/11/18,A,16,0
2020/11/18,A,17,0
2020/11/18,A,18,164
2020/11/18,A,19,942
2020/11/18,A,20,1219
2020/11/18,A,21,1429
2020/11/18,A,22,1358
2020/11/18,A,23,1283
2020/11/18,A,24,1073
2020/11/18,A,25,841
2020/11/18,A,26,791
2020/11/18,A,27,832
2020/11/18,A,28,904
2020/11/18,A,29,1111
2020/11/18,A,30,1217
2020/11/18,A,31,1225
2020/11/18,A,32,1263
2020/11/18,A,33,1160
2020/11/18,A,34,859
2020/11/18,A,35,329
2020/11/18,A,36,57
2020/11/18,A,37,0
2020/11/18,A,38,0
2020/11/18,A,39,0
2020/11/18,A,40,0
2020/11/18,A,41,0
2020/11/18,A,42,0
2020/11/18,A,43,0
2020/11/18,A,44,0
2020/11/18,A,45,0
2020/11/18,A,46,0
2020/11/18,A,47,0
2020/11/18,A,48,0
2020/11/18,B,1,0
2020/11/18,B,2,0
2020/11/18,B,3,0
2020/11/18,B,4,0
2020/11/18,B,5,0
2020/11/18,B,6,0
2020/11/18,B,7,0
2020/11/18,B,8,0
2020/11/18,B,9,0
2020/11/18,B,10,0
2020/11/18,B,11,0
2020/11/18,B,12,0
2020/11/18,B,13,0
2020/11/18,B,14,0
2020/11/18,B,15,1
2020/11/18,B,16,2
2020/11/18,B,17,7
2020/11/18,B,18,37
2020/11/18,B,19,78
2020/11/18,B,20,138
2020/11/18,B,21,145
2020/11/18,B,22,149
2020/11/18,B,23,173
2020/11/18,B,24,157
2020/11/18,B,25,91
2020/11/18,B,26,55
2020/11/18,B,27,55
2020/11/18,B,28,125
2020/11/18,B,29,188
2020/11/18,B,30,207
2020/11/18,B,31,217
2020/11/18,B,32,231
2020/11/18,B,33,233
2020/11/18,B,34,204
2020/11/18,B,35,126
2020/11/18,B,36,58
2020/11/18,B,37,26
2020/11/18,B,38,8
2020/11/18,B,39,1
2020/11/18,B,40,0
2020/11/18,B,41,0
2020/11/18,B,42,0
2020/11/18,B,43,0
2020/11/18,B,44,0
2020/11/18,B,45,0
2020/11/18,B,46,0
2020/11/18,B,47,0
2020/11/18,B,48,0
2020/11/19,A,1,0
2020/11/19,A,2,0
2020/11/19,A,3,0
2020/11/19,A,4,0
2020/11/19,A,5,0
2020/11/19,A,6,0
2020/11/19,A,7,0
2020/11/19,A,8,0
2020/11/19,A,9,0
2020/11/19,A,10,0
2020/11/19,A,11,0
2020/11/19,A,12,0
2020/11/19,A,13,0
2020/11/19,A,14,0
2020/11/19,A,15,0
2020/11/19,A,16,0
2020/11/19,A,17,0
2020/11/19,A,18,141
2020/11/19,A,19,916
2020/11/19,A,20,1185
2020/11/19,A,21,1336
2020/11/19,A,22,1316
2020/11/19,A,23,1212
2020/11/19,A,24,1045
2020/11/19,A,25,817
2020/11/19,A,26,789
2020/11/19,A,27,804
2020/11/19,A,28,944
2020/11/19,A,29,1149
2020/11/19,A,30,1229
2020/11/19,A,31,1285
2020/11/19,A,32,1253
2020/11/19,A,33,1172
2020/11/19,A,34,892
2020/11/19,A,35,348
2020/11/19,A,36,55
2020/11/19,A,37,0
2020/11/19,A,38,0
2020/11/19,A,39,0
2020/11/19,A,40,0
2020/11/19,A,41,0
2020/11/19,A,42,0
2020/11/19,A,43,0
2020/11/19,A,44,0
2020/11/19,A,45,0
2020/11/19,A,46,0
2020/11/19,A,47,0
2020/11/19,A,48,0
2020/11/19,B,1,0
2020/11/19,B,2,0
2020/11/19,B,3,0
2020/11/19,B,4,0
2020/11/19,B,5,0
2020/11/19,B,6,0
2020/11/19,B,7,0
2020/11/19,B,8,0
2020/11/19,B,9,0
2020/11/19,B,10,0
2020/11/19,B,11,0
2020/11/19,B,12,0
2020/11/19,B,13,1
2020/11/19,B,14,1
2020/11/19,B,15,3
2020/11/19,B,16,5
2020/11/19,B,17,10
2020/11/19,B,18,41
2020/11/19,B,19,85
2020/11/19,B,20,144
2020/11/19,B,21,163
2020/11/19,B,22,170
2020/11/19,B,23,190
2020/11/19,B,24,169
2020/11/19,B,25,89
2020/11/19,B,26,57
2020/11/19,B,27,58
2020/11/19,B,28,137
2020/11/19,B,29,211
2020/11/19,B,30,227
2020/11/19,B,31,242
2020/11/19,B,32,263
2020/11/19,B,33,259
2020/11/19,B,34,220
2020/11/19,B,35,144
2020/11/19,B,36,71
2020/11/19,B,37,27
2020/11/19,B,38,9
2020/11/19,B,39,1
2020/11/19,B,40,1
2020/11/19,B,41,0
2020/11/19,B,42,0
2020/11/19,B,43,0
2020/11/19,B,44,0
2020/11/19,B,45,0
2020/11/19,B,46,0
2020/11/19,B,47,0
2020/11/19,B,48,0
2020/11/20,A,1,0
2020/11/20,A,2,0
2020/11/20,A,3,0
2020/11/20,A,4,0
2020/11/20,A,5,0
2020/11/20,A,6,0
2020/11/20,A,7,0
2020/11/20,A,8,0
2020/11/20,A,9,0
2020/11/20,A,10,0
2020/11/20,A,11,0
2020/11/20,A,12,0
2020/11/20,A,13,0
2020/11/20,A,14,0
2020/11/20,A,15,0
2020/11/20,A,16,0
2020/11/20,A,17,0
2020/11/20,A,18,147
2020/11/20,A,19,943
2020/11/20,A,20,1264
2020/11/20,A,21,1388
2020/11/20,A,22,1433
2020/11/20,A,23,1420
2020/11/20,A,24,1152
2020/11/20,A,25,965
2020/11/20,A,26,865
2020/11/20,A,27,897
2020/11/20,A,28,1035
2020/11/20,A,29,1230
2020/11/20,A,30,1350
2020/11/20,A,31,1377
2020/11/20,A,32,1377
2020/11/20,A,33,1249
2020/11/20,A,34,960
2020/11/20,A,35,400
2020/11/20,A,36,72
2020/11/20,A,37,0
2020/11/20,A,38,0
2020/11/20,A,39,0
2020/11/20,A,40,0
2020/11/20,A,41,0
2020/11/20,A,42,0
2020/11/20,A,43,0
2020/11/20,A,44,0
2020/11/20,A,45,0
2020/11/20,A,46,0
2020/11/20,A,47,0
2020/11/20,A,48,0
2020/11/20,B,1,0
2020/11/20,B,2,0
2020/11/20,B,3,0
2020/11/20,B,4,0
2020/11/20,B,5,0
2020/11/20,B,6,0
2020/11/20,B,7,0
2020/11/20,B,8,0
2020/11/20,B,9,0
2020/11/20,B,10,0
2020/11/20,B,11,0
2020/11/20,B,12,0
2020/11/20,B,13,1
2020/11/20,B,14,1
2020/11/20,B,15,3
2020/11/20,B,16,4
2020/11/20,B,17,10
2020/11/20,B,18,41
2020/11/20,B,19,89
2020/11/20,B,20,149
2020/11/20,B,21,178
2020/11/20,B,22,181
2020/11/20,B,23,202
2020/11/20,B,24,183
2020/11/20,B,25,100
2020/11/20,B,26,66
2020/11/20,B,27,68
2020/11/20,B,28,154
2020/11/20,B,29,233
2020/11/20,B,30,236
2020/11/20,B,31,245
2020/11/20,B,32,261
2020/11/20,B,33,254
2020/11/20,B,34,232
2020/11/20,B,35,160
2020/11/20,B,36,83
2020/11/20,B,37,29
2020/11/20,B,38,9
2020/11/20,B,39,1
2020/11/20,B,40,0
2020/11/20,B,41,0
2020/11/20,B,42,0
2020/11/20,B,43,0
2020/11/20,B,44,0
2020/11/20,B,45,0
2020/11/20,B,46,0
2020/11/20,B,47,0
2020/11/20,B,48,0
2020/11/21,A,1,0
2020/11/21,A,2,0
2020/11/21,A,3,0
2020/11/21,A,4,0
2020/11/21,A,5,0
2020/11/21,A,6,0
2020/11/21,A,7,0
2020/11/21,A,8,0
2020/11/21,A,9,0
2020/11/21,A,10,0
2020/11/21,A,11,0
2020/11/21,A,12,0
2020/11/21,A,13,0
2020/11/21,A,14,0
2020/11/21,A,15,0
2020/11/21,A,16,0
2020/11/21,A,17,0
2020/11/21,A,18,48
2020/11/21,A,19,306
2020/11/21,A,20,494
2020/11/21,A,21,604
2020/11/21,A,22,663
2020/11/21,A,23,662
2020/11/21,A,24,538
2020/11/21,A,25,447
2020/11/21,A,26,405
2020/11/21,A,27,421
2020/11/21,A,28,477
2020/11/21,A,29,559
2020/11/21,A,30,585
2020/11/21,A,31,589
2020/11/21,A,32,578
2020/11/21,A,33,419
2020/11/21,A,34,267
2020/11/21,A,35,75
2020/11/21,A,36,6
2020/11/21,A,37,0
2020/11/21,A,38,0
2020/11/21,A,39,0
2020/11/21,A,40,0
2020/11/21,A,41,0
2020/11/21,A,42,0
2020/11/21,A,43,0
2020/11/21,A,44,0
2020/11/21,A,45,0
2020/11/21,A,46,0
2020/11/21,A,47,0
2020/11/21,A,48,0
2020/11/21,B,1,0
2020/11/21,B,2,0
2020/11/21,B,3,0
2020/11/21,B,4,0
2020/11/21,B,5,0
2020/11/21,B,6,0
2020/11/21,B,7,0
2020/11/21,B,8,0
2020/11/21,B,9,0
2020/11/21,B,10,0
2020/11/21,B,11,0
2020/11/21,B,12,0
2020/11/21,B,13,0
2020/11/21,B,14,0
2020/11/21,B,15,0
2020/11/21,B,16,0
2020/11/21,B,17,0
2020/11/21,B,18,0
2020/11/21,B,19,0
2020/11/21,B,20,0
2020/11/21,B,21,0
2020/11/21,B,22,0
2020/11/21,B,23,0
2020/11/21,B,24,0
2020/11/21,B,25,0
2020/11/21,B,26,0
2020/11/21,B,27,0
2020/11/21,B,28,0
2020/11/21,B,29,0
2020/11/21,B,30,0
2020/11/21,B,31,0
2020/11/21,B,32,0
2020/11/21,B,33,0
2020/11/21,B,34,0
2020/11/21,B,35,0
2020/11/21,B,36,0
2020/11/21,B,37,0
2020/11/21,B,38,0
2020/11/21,B,39,0
2020/11/21,B,40,0
2020/11/21,B,41,0
2020/11/21,B,42,0
2020/11/21,B,43,0
2020/11/21,B,44,0
2020/11/21,B,45,0
2020/11/21,B,46,0
2020/11/21,B,47,0
2020/11/21,B,48,0
2020/11/22,A,1,0
2020/11/22,A,2,0
2020/11/22,A,3,0
2020/11/22,A,4,0
2020/11/22,A,5,0
2020/11/22,A,6,0
2020/11/22,A,7,0
2020/11/22,A,8,0
2020/11/22,A,9,0
2020/11/22,A,10,0
2020/11/22,A,11,0
2020/11/22,A,12,0
2020/11/22,A,13,0
2020/11/22,A,14,0
2020/11/22,A,15,0
2020/11/22,A,16,0
2020/11/22,A,17,0
2020/11/22,A,18,38
2020/11/22,A,19,236
2020/11/22,A,20,384
2020/11/22,A,21,431
2020/11/22,A,22,483
2020/11/22,A,23,484
2020/11/22,A,24,424
2020/11/22,A,25,327
2020/11/22,A,26,292
2020/11/22,A,27,342
2020/11/22,A,28,387
2020/11/22,A,29,470
2020/11/22,A,30,506
2020/11/22,A,31,505
2020/11/22,A,32,483
2020/11/22,A,33,358
2020/11/22,A,34,248
2020/11/22,A,35,72
2020/11/22,A,36,8
2020/11/22,A,37,0
2020/11/22,A,38,0
2020/11/22,A,39,0
2020/11/22,A,40,0
2020/11/22,A,41,0
2020/11/22,A,42,0
2020/11/22,A,43,0
2020/11/22,A,44,0
2020/11/22,A,45,0
2020/11/22,A,46,0
2020/11/22,A,47,0
2020/11/22,A,48,0
2020/11/22,B,1,0
2020/11/22,B,2,0
2020/11/22,B,3,0
2020/11/22,B,4,0
2020/11/22,B,5,0
2020/11/22,B,6,0
2020/11/22,B,7,0
2020/11/22,B,8,0
2020/11/22,B,9,0
2020/11/22,B,10,0
2020/11/22,B,11,0
2020/11/22,B,12,0
2020/11/22,B,13,0
2020/11/22,B,14,0
2020/11/22,B,15,0
2020/11/22,B,16,0
2020/11/22,B,17,0
2020/11/22,B,18,0
2020/11/22,B,19,0
2020/11/22,B,20,0
2020/11/22,B,21,0
2020/11/22,B,22,0
2020/11/22,B,23,0
2020/11/22,B,24,0
2020/11/22,B,25,0
2020/11/22,B,26,0
2020/11/22,B,27,0
2020/11/22,B,28,0
2020/11/22,B,29,0
2020/11/22,B,30,0
2020/11/22,B,31,0
2020/11/22,B,32,0
2020/11/22,B,33,0
2020/11/22,B,34,0
2020/11/22,B,35,0
2020/11/22,B,36,0
2020/11/22,B,37,0
2020/11/22,B,38,0
2020/11/22,B,39,0
2020/11/22,B,40,0
2020/11/22,B,41,0
2020/11/22,B,42,0
2020/11/22,B,43,0
2020/11/22,B,44,0
2020/11/22,B,45,0
2020/11/22,B,46,0
2020/11/22,B,47,0
2020/11/22,B,48,0
2020/11/23,A,1,0
2020/11/23,A,2,0
2020/11/23,A,3,0
2020/11/23,A,4,0
2020/11/23,A,5,0
2020/11/23,A,6,0
2020/11/23,A,7,0
2020/11/23,A,8,0
2020/11/23,A,9,0
2020/11/23,A,10,0
2020/11/23,A,11,0
2020/11/23,A,12,0
2020/11/23,A,13,0
2020/11/23,A,14,0
2020/11/23,A,15,0
2020/11/23,A,16,0
2020/11/23,A,17,0
2020/11/23,A,18,126
2020/11/23,A,19,838
2020/11/23,A,20,1118
2020/11/23,A,21,1311
2020/11/23,A,22,1360
2020/11/23,A,23,1336
2020/11/23,A,24,1127
2020/11/23,A,25,962
